Email Text;Email Type
For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.;Safe Email
Call me when u're done...;Safe Email
G.W.R;Safe Email
You best watch what you say cause I get drunk as a motherfucker;Safe Email
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA;Phishing Email
HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com;Phishing Email
Please CALL 08712402578 immediately as there is an urgent message waiting for you;Phishing Email
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???;Phishing Email
WELL DONE! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins;Phishing Email
Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL;Safe Email
Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.;Safe Email
Are there TA jobs available? Let me know please cos i really need to start working;Safe Email
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.;Safe Email
Yup i'm free...;Safe Email
Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?;Safe Email
Yo come over carlos will be here soon;Safe Email
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.;Safe Email
I guess it is useless calling u 4 something important.;Safe Email
Ha ha - had popped down to the loo when you hello-ed me. Hello!;Safe Email
He dint tell anything. He is angry on me that why you told to abi.;Safe Email
Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU;Phishing Email
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.;Safe Email
I keep ten rs in my shelf:) buy two egg.;Safe Email
I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?;Safe Email
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.;Safe Email
Captain is in our room:);Safe Email
I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.;Safe Email
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN;Safe Email
S...i will take mokka players only:);Safe Email
Are you still playing with gautham?;Safe Email
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish;Safe Email
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;";Safe Email
Sorry . I will be able to get to you. See you in the morning.;Safe Email
Aight well keep me informed;Safe Email
I am not having her number sir;Safe Email
Am only searching for good dual sim mobile pa.;Safe Email
That seems unnecessarily hostile;Safe Email
Dude got a haircut. Now its breezy up there;Safe Email
Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm;Phishing Email
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-);Safe Email
i thought we were doing a king of the hill thing there.;Safe Email
Nope i'll come online now..;Safe Email
ALSO TELL HIM I SAID HAPPY BIRTHDAY;Safe Email
Y bishan lei... I tot ü say lavender?;Safe Email
Boo what time u get out? U were supposed to take me shopping today. :(;Safe Email
Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?;Safe Email
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min";Safe Email
on a Tuesday night r u 4 real;Safe Email
Yes when is the appt again?;Safe Email
Just got outta class gonna go gym.;Safe Email
"I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts";Safe Email
Ü all write or wat..;Safe Email
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!;Safe Email
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?;Safe Email
Hi:)did you asked to waheeda fathima about leave?;Safe Email
Enjoy urself tmr...;Safe Email
You still around? I could use a half-8th;Safe Email
U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597;Phishing Email
"You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days";Safe Email
Ü bot notes oredi... Cos i juz rem i got...;Safe Email
Yes. Rent is very expensive so its the way we save.;Safe Email
Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng;Safe Email
Hows the pain dear?y r u smiling?;Safe Email
Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits;Safe Email
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!;Phishing Email
Sorry, I can't help you on this.;Safe Email
Great. So should i send you my account number.;Safe Email
HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ;Safe Email
Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p;Phishing Email
Ü only send me the contents page...;Safe Email
Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!;Safe Email
"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8";Safe Email
I can't right this second, gotta hit people up first;Safe Email
Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-);Safe Email
So what about you. What do you remember;Safe Email
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.;Safe Email
Mm yes dear look how i am hugging you both. :-P;Safe Email
I like dis sweater fr mango but no more my size already so irritating.;Safe Email
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible;Safe Email
Anytime lor...;Safe Email
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM;Phishing Email
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng;Safe Email
Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!;Phishing Email
Me fine..absolutly fine;Safe Email
K and you're sure I don't have to have consent forms to do it :V;Safe Email
Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*;Phishing Email
If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy;Phishing Email
How much is torch in 9ja.;Safe Email
Doing nothing, then u not having dinner w us?;Safe Email
How are you. Just checking up on you;Safe Email
Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.;Safe Email
Mathews or tait or edwards or anderson;Safe Email
yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke;Safe Email
No need lar i go engin? Cos my sis at arts today...;Safe Email
Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!;Safe Email
Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705;Phishing Email
, im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers,;Safe Email
S.i'm watching it in live..;Safe Email
see you then, we're all christmassy here!;Safe Email
"K I'm ready,  &lt;#&gt; ?";Safe Email
"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!";Safe Email
The greatest test of courage on earth is to bear defeat without losing heart....gn tc;Safe Email
what are your new years plans?;Safe Email
RECPT 1/3. You have ordered a Ringtone. Your order is being processed...;Phishing Email
Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!;Safe Email
Only just got this message, not ignoring you. Yes, i was. Shopping that is;Safe Email
Dear :-/ why you mood off. I cant drive so i brother to drive;Safe Email
When did dad get back.;Safe Email
Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.;Safe Email
Yes just finished watching days of our lives. I love it.;Safe Email
Juz go google n search 4 qet...;Safe Email
Many times we lose our best ones bcoz we are;Safe Email
Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8;Safe Email
Just getting back home;Safe Email
"Sorry, I'll call later  &lt;#&gt; mins";Safe Email
Dun need to use dial up juz open da browser n surf...;Safe Email
As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP;Phishing Email
"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit";Safe Email
Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.;Safe Email
"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""";Phishing Email
You also didnt get na hi hi hi hi hi;Safe Email
Ya but it cant display internal subs so i gotta extract them;Safe Email
If i said anything wrong sorry de:-);Safe Email
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.;Safe Email
How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.;Safe Email
Yeah I should be able to, I'll text you when I'm ready to meet up;Safe Email
"V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night";Safe Email
says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !;Safe Email
When you get free, call me;Safe Email
How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …;Safe Email
Ok i msg u b4 i leave my house.;Safe Email
Still at west coast... Haiz... Ü'll take forever to come back...;Safe Email
MMM ... Fuck .... Merry Christmas to me;Safe Email
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...;Safe Email
Update your face book status frequently :);Safe Email
Just now saw your message.it k da:);Safe Email
Was it something u ate?;Safe Email
So what did the bank say about the money?;Safe Email
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...;Safe Email
Hey they r not watching movie tonight so i'll prob b home early...;Safe Email
Yar lor... How u noe? U used dat route too?;Safe Email
2mro i am not coming to gym machan. Goodnight.;Safe Email
"Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks";Safe Email
Can u look 4 me in da lib i got stuff havent finish yet.;Safe Email
Sounds great! Im going to sleep now. Have a good night!;Safe Email
Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324;Phishing Email
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?";Safe Email
How come u got nothing to do?;Safe Email
Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love;Safe Email
i want to grasp your pretty booty :);Safe Email
I've got it down to a tea. not sure which flavour;Safe Email
I'm going 2 orchard now laready me reaching soon. U reaching?;Safe Email
Dear i am not denying your words please;Safe Email
You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm;Safe Email
COME BACK TO TAMPA FFFFUUUUUUU;Safe Email
2 celebrate my bday, y else?;Safe Email
Merry christmas to u too annie!;Safe Email
Please tell me you have some of that special stock you were talking about;Safe Email
I sent them. Do you like?;Safe Email
Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ;Phishing Email
Awesome, be there in a minute;Safe Email
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.";Safe Email
I've told you everything will stop. Just dont let her get dehydrated.;Safe Email
"Or I guess  &lt;#&gt;  min";Safe Email
I'm home. Ard wat time will u reach?;Safe Email
"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@";Safe Email
"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is";Safe Email
Aight should I just plan to come up later tonight?;Safe Email
Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...;Safe Email
"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123";Phishing Email
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.;Safe Email
Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.;Safe Email
Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?;Safe Email
He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.;Safe Email
Ranjith cal drpd Deeraj and deepak 5min hold;Safe Email
CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X;Safe Email
Hey u still at the gym?;Safe Email
She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,;Safe Email
Much better now thanks lol;Safe Email
Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.;Safe Email
Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester;Safe Email
Wa... U so efficient... Gee... Thanx...;Safe Email
3. You have received your mobile content. Enjoy;Phishing Email
S but not able to sleep.;Safe Email
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min;Phishing Email
We will meet soon princess! Ttyl!;Safe Email
I'll pick you up at about 5.15pm to go to taunton if you still want to come.;Safe Email
Oh :-)only 4 outside players allowed to play know;Safe Email
I anything lor.;Safe Email
Erutupalam thandiyachu;Safe Email
Y cant u try new invention to fly..i'm not joking.,;Safe Email
No..its ful of song lyrics..;Safe Email
What do u reckon as need 2 arrange transport if u can't do it, thanks;Safe Email
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.;Safe Email
Shopping? Eh ger i toking abt syd leh...Haha;Safe Email
What not under standing.;Safe Email
have * good weekend.;Safe Email
Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.;Safe Email
"Call me when you get the chance plz &lt;3";Safe Email
The new deus ex game comin early next yr;Safe Email
"My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7";Safe Email
My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!;Safe Email
Probably a couple hours tops;Safe Email
LOL .. *grins* .. I'm not babe, but thanks for thinking of me!;Safe Email
Man this bus is so so so slow. I think you're gonna get there before me;Safe Email
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.;Safe Email
In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade;Safe Email
Ok;Safe Email
Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+;Phishing Email
SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE;Phishing Email
Nvm take ur time.;Safe Email
So wat's da decision?;Safe Email
Wot is u up 2 then bitch?;Safe Email
Stupid.its not possible;Safe Email
She told to hr that he want posting in chennai:)because i'm working here:);Safe Email
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a;Phishing Email
When are you guys leaving?;Safe Email
He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?;Safe Email
Not able to do anything.;Safe Email
Ü takin linear algebra today?;Safe Email
This weekend is fine (an excuse not to do too much decorating);Safe Email
Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*;Safe Email
Now project pa. After that only i can come.;Safe Email
Money i have won wining number 946 wot do i do next;Phishing Email
"Sure, whenever you show the fuck up &gt;:(";Safe Email
That was random saw my old roomate on campus. He graduated;Safe Email
Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm;Phishing Email
Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....;Safe Email
That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?;Safe Email
Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho;Safe Email
What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not;Safe Email
Hi good mornin.. Thanku wish u d same..;Safe Email
DO U WANT 2 MEET UP 2MORRO;Safe Email
Actually I decided I was too hungry so I haven't left yet :V;Safe Email
I've sent ü my part..;Safe Email
Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.;Safe Email
I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. );Phishing Email
Understand. his loss is my gain :) so do you work? School?;Safe Email
HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx;Safe Email
Hiya, probably coming home * weekend after next;Safe Email
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.;Safe Email
I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.;Safe Email
Ok both our days. So what are you making for dinner tonite? Am I invited?;Safe Email
Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070;Phishing Email
I have no money 4 steve mate! !;Safe Email
IM LATE TELLMISS IM ON MY WAY;Safe Email
Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:;Safe Email
Normally i use to drink more water daily:);Safe Email
Dare i ask... Any luck with sorting out the car?;Safe Email
Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more;Safe Email
Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).;Safe Email
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?;Safe Email
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv;Phishing Email
I've been trying to reach him without success;Safe Email
when you and derek done with class?;Safe Email
Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...;Safe Email
Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL;Safe Email
Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.;Safe Email
Hope you are having a good week. Just checking in;Safe Email
Haha, my friend tyler literally just asked if you could get him a dubsack;Safe Email
"Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x";Safe Email
Great. Have a safe trip. Dont panic surrender all.;Safe Email
"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your";Safe Email
Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...;Safe Email
Try to do something dear. You read something for exams;Safe Email
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear";Safe Email
Gettin rdy to ship comp;Safe Email
I am in hospital da. . I will return home in evening;Safe Email
PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS);Safe Email
Think + da. You wil do.;Safe Email
I'm awake oh. What's up.;Safe Email
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe;Safe Email
How much u trying to get?;Safe Email
"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time";Safe Email
Tell me again what your address is;Safe Email
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)";Safe Email
"Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?";Safe Email
But you were together so you should be thinkin about him;Safe Email
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.;Safe Email
At WHAT TIME should i come tomorrow;Safe Email
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd;Phishing Email
CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ;Safe Email
Omg how did u know what I ate?;Safe Email
URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50;Phishing Email
:( but your not here....;Safe Email
Not directly behind... Abt 4 rows behind ü...;Safe Email
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066;Phishing Email
Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records;Phishing Email
Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+;Phishing Email
No plans yet. What are you doing ?;Safe Email
"Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.";Safe Email
Not course. Only maths one day one chapter with in one month we can finish.;Safe Email
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-);Safe Email
For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk;Phishing Email
Noooooooo please. Last thing I need is stress. For once in your life be fair.;Safe Email
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm;Phishing Email
Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876;Phishing Email
I'll see if I can swing by in a bit, got some things to take care of here firsg;Safe Email
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :);Safe Email
Have you not finished work yet or something?;Safe Email
Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow;Safe Email
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50;Phishing Email
Right it wasnt you who phoned it was someone with a number like yours!;Safe Email
It's ok i wun b angry. Msg u aft i come home tonight.;Safe Email
I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon;Safe Email
Yo sorry was in the shower sup;Safe Email
Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit;Safe Email
Full heat pa:-) i have applyed oil pa.;Safe Email
I'm stuck in da middle of da row on da right hand side of da lt...;Safe Email
Have you laid your airtel line to rest?;Safe Email
Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing;Safe Email
FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop;Phishing Email
Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx;Safe Email
And I don't plan on staying the night but I prolly won't be back til late;Safe Email
THANX 4 PUTTIN DA FONE DOWN ON ME!!;Safe Email
I need an 8th but I'm off campus atm, could I pick up in an hour or two?;Safe Email
Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...;Safe Email
Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!;Safe Email
"We live in the next  &lt;#&gt; mins";Safe Email
Y de asking like this.;Safe Email
Just glad to be talking to you.;Safe Email
Wat time ü finish?;Safe Email
Sorry da. I gone mad so many pending works what to do.;Safe Email
How much you got for cleaning;Safe Email
hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30;Safe Email
Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B;Phishing Email
Ü called dad oredi...;Safe Email
Good. do you think you could send me some pix? I would love to see your top and bottom...;Safe Email
Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.;Safe Email
Sorry, I'll call later In meeting.;Safe Email
THIS IS A LONG FUCKIN SHOWR;Safe Email
Received, understood n acted upon!;Safe Email
They finally came to fix the ceiling.;Safe Email
"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....";Safe Email
Jus finish blowing my hair. U finish dinner already?;Safe Email
I'm on the bus. Love you;Safe Email
Lol ... I knew that .... I saw him in the dollar store;Safe Email
Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!;Phishing Email
